subject,verb,object,time,amount,mask
User 05824,bought,service,[PAD],1330,"[1, 1, 1, 0, 1]"
User 89908,paid,accessory,2024-05-18,2930,"[1, 1, 1, 1, 1]"
User 37251,ordered,product,2022-11-08,-1,"[1, 1, 1, 1, 0]"
User 87103,cancelled,service,2023-04-22,549,"[1, 1, 1, 1, 1]"
User 18205,ordered,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 32374,returned,phone,[PAD],-3141,"[1, 1, 1, 0, 1]"
User 79718,paid,laptop,2025-02-28,-1,"[1, 1, 1, 1, 0]"
User 26025,cancelled,laptop,2023-01-28,-1,"[1, 1, 1, 1, 0]"
User 84993,bought,product,[PAD],2322,"[1, 1, 1, 0, 1]"
User 02411,sold,laptop,2023-11-09,-1,"[1, 1, 1, 1, 0]"
User 96769,returned,phone,2024-08-17,-2220,"[1, 1, 1, 1, 1]"
User 65569,sold,product,2024-10-10,4323,"[1, 1, 1, 1, 1]"
User 98024,cancelled,laptop,2023-03-10,1804,"[1, 1, 1, 1, 1]"
User 78794,returned,product,2024-07-11,-930,"[1, 1, 1, 1, 1]"
User 15233,ordered,product,[PAD],3094,"[1, 1, 1, 0, 1]"
User 40224,returned,book,2022-11-11,-369,"[1, 1, 1, 1, 1]"
User 41145,cancelled,laptop,[PAD],4179,"[1, 1, 1, 0, 1]"
User 19853,sold,phone,2025-06-19,3976,"[1, 1, 1, 1, 1]"
User 17587,cancelled,product,2024-04-30,2405,"[1, 1, 1, 1, 1]"
User 35168,cancelled,phone,2023-02-28,2998,"[1, 1, 1, 1, 1]"
User 91860,returned,phone,2023-04-09,-4872,"[1, 1, 1, 1, 1]"
User 62764,cancelled,service,2025-03-15,-1,"[1, 1, 1, 1, 0]"
User 42610,ordered,phone,[PAD],4560,"[1, 1, 1, 0, 1]"
User 65190,sold,book,2022-03-11,-1,"[1, 1, 1, 1, 0]"
User 38149,returned,accessory,2022-10-22,-305,"[1, 1, 1, 1, 1]"
User 25833,returned,book,2024-04-30,-1,"[1, 1, 1, 1, 0]"
User 13146,bought,service,2024-04-19,-1,"[1, 1, 1, 1, 0]"
User 84839,bought,book,[PAD],995,"[1, 1, 1, 0, 1]"
User 78945,sold,service,2023-03-04,-1,"[1, 1, 1, 1, 0]"
User 21051,bought,phone,2022-09-10,3968,"[1, 1, 1, 1, 1]"
User 77748,bought,accessory,[PAD],1673,"[1, 1, 1, 0, 1]"
User 79205,ordered,product,2023-06-04,3899,"[1, 1, 1, 1, 1]"
User 03710,paid,phone,2022-09-21,-1,"[1, 1, 1, 1, 0]"
User 13709,ordered,phone,2024-11-24,-1,"[1, 1, 1, 1, 0]"
User 88080,sold,book,2023-12-17,-1,"[1, 1, 1, 1, 0]"
User 36150,paid,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 15811,ordered,product,2024-11-09,3413,"[1, 1, 1, 1, 1]"
User 41667,returned,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 54259,returned,phone,2022-08-28,-619,"[1, 1, 1, 1, 1]"
User 10789,paid,phone,2024-08-28,-1,"[1, 1, 1, 1, 0]"
User 63684,bought,book,2022-01-10,2451,"[1, 1, 1, 1, 1]"
User 40791,bought,laptop,2025-12-08,-1,"[1, 1, 1, 1, 0]"
User 87196,sold,service,2022-07-19,2441,"[1, 1, 1, 1, 1]"
User 47271,cancelled,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 57608,ordered,service,2024-11-25,4833,"[1, 1, 1, 1, 1]"
User 92557,cancelled,accessory,2022-05-04,3262,"[1, 1, 1, 1, 1]"
User 78626,ordered,laptop,2022-09-24,802,"[1, 1, 1, 1, 1]"
User 60693,bought,accessory,2025-06-30,1688,"[1, 1, 1, 1, 1]"
User 59120,returned,accessory,[PAD],-2192,"[1, 1, 1, 0, 1]"
User 20659,returned,service,2024-04-19,-1090,"[1, 1, 1, 1, 1]"
User 99063,paid,product,2023-05-03,1353,"[1, 1, 1, 1, 1]"
User 81814,ordered,service,2025-03-07,-1,"[1, 1, 1, 1, 0]"
User 46026,bought,accessory,2024-10-18,-1,"[1, 1, 1, 1, 0]"
User 85148,paid,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 08982,returned,phone,2024-11-15,-1,"[1, 1, 1, 1, 0]"
User 48444,sold,product,2024-10-18,1145,"[1, 1, 1, 1, 1]"
User 38622,sold,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 98888,cancelled,product,[PAD],1522,"[1, 1, 1, 0, 1]"
User 69107,bought,service,2022-04-16,-1,"[1, 1, 1, 1, 0]"
User 50151,paid,product,2024-08-10,2132,"[1, 1, 1, 1, 1]"
User 56558,paid,product,2022-09-01,4613,"[1, 1, 1, 1, 1]"
User 44537,ordered,book,2023-09-09,1813,"[1, 1, 1, 1, 1]"
User 64182,sold,service,[PAD],2942,"[1, 1, 1, 0, 1]"
User 34976,returned,service,2025-08-26,-3465,"[1, 1, 1, 1, 1]"
User 98781,ordered,service,2023-11-18,4774,"[1, 1, 1, 1, 1]"
User 46092,returned,phone,2024-03-19,-975,"[1, 1, 1, 1, 1]"
User 59059,returned,phone,[PAD],-356,"[1, 1, 1, 0, 1]"
User 83798,sold,book,2022-04-26,3992,"[1, 1, 1, 1, 1]"
User 16419,ordered,product,2025-06-17,-1,"[1, 1, 1, 1, 0]"
User 73769,cancelled,phone,2023-02-02,2100,"[1, 1, 1, 1, 1]"
User 76012,cancelled,phone,2025-12-18,3323,"[1, 1, 1, 1, 1]"
User 10476,cancelled,laptop,[PAD],1691,"[1, 1, 1, 0, 1]"
User 14761,returned,phone,2024-03-17,-1,"[1, 1, 1, 1, 0]"
User 89392,bought,product,2024-02-01,3153,"[1, 1, 1, 1, 1]"
User 33964,sold,phone,2022-10-29,4475,"[1, 1, 1, 1, 1]"
User 68293,ordered,phone,[PAD],3699,"[1, 1, 1, 0, 1]"
User 80643,bought,book,2024-05-10,3038,"[1, 1, 1, 1, 1]"
User 93773,sold,accessory,2022-09-14,623,"[1, 1, 1, 1, 1]"
User 50409,bought,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 17371,ordered,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 80924,returned,phone,[PAD],-2144,"[1, 1, 1, 0, 1]"
User 88060,ordered,book,2025-01-24,3220,"[1, 1, 1, 1, 1]"
User 94299,cancelled,product,2022-06-14,-1,"[1, 1, 1, 1, 0]"
User 27075,ordered,product,2025-09-27,-1,"[1, 1, 1, 1, 0]"
User 17681,ordered,service,2023-09-08,1396,"[1, 1, 1, 1, 1]"
User 94862,paid,accessory,2022-06-20,580,"[1, 1, 1, 1, 1]"
User 68196,returned,accessory,2022-11-02,-2549,"[1, 1, 1, 1, 1]"
User 90150,bought,accessory,2025-04-11,1076,"[1, 1, 1, 1, 1]"
User 93073,returned,service,2024-08-06,-1,"[1, 1, 1, 1, 0]"
User 03509,sold,service,2022-08-15,-1,"[1, 1, 1, 1, 0]"
User 67139,sold,phone,2023-02-17,2656,"[1, 1, 1, 1, 1]"
User 45120,returned,phone,2022-05-24,-4628,"[1, 1, 1, 1, 1]"
User 34395,sold,book,2023-04-29,-1,"[1, 1, 1, 1, 0]"
User 94890,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 39667,paid,book,2022-01-09,4642,"[1, 1, 1, 1, 1]"
User 22990,cancelled,accessory,2023-12-19,4276,"[1, 1, 1, 1, 1]"
User 48928,paid,product,2024-09-04,4926,"[1, 1, 1, 1, 1]"
User 31378,paid,accessory,2024-06-12,-1,"[1, 1, 1, 1, 0]"
User 36463,cancelled,book,2024-07-31,-1,"[1, 1, 1, 1, 0]"
User 88566,sold,laptop,[PAD],1201,"[1, 1, 1, 0, 1]"
User 69176,sold,accessory,2025-04-13,3874,"[1, 1, 1, 1, 1]"
User 66614,paid,book,2023-12-16,-1,"[1, 1, 1, 1, 0]"
User 51793,paid,laptop,[PAD],3946,"[1, 1, 1, 0, 1]"
User 85749,ordered,accessory,2024-08-01,3266,"[1, 1, 1, 1, 1]"
User 91369,paid,book,2024-07-04,3584,"[1, 1, 1, 1, 1]"
User 48574,paid,product,2024-12-22,1009,"[1, 1, 1, 1, 1]"
User 64042,paid,accessory,2024-02-29,-1,"[1, 1, 1, 1, 0]"
User 01075,bought,laptop,2022-03-21,-1,"[1, 1, 1, 1, 0]"
User 32450,paid,service,2025-08-20,3514,"[1, 1, 1, 1, 1]"
User 40211,returned,service,2024-02-12,-1051,"[1, 1, 1, 1, 1]"
User 51765,returned,product,2022-09-16,-584,"[1, 1, 1, 1, 1]"
User 93809,bought,book,2022-11-20,2986,"[1, 1, 1, 1, 1]"
User 93164,ordered,accessory,2022-08-13,-1,"[1, 1, 1, 1, 0]"
User 11032,cancelled,laptop,[PAD],2646,"[1, 1, 1, 0, 1]"
User 51432,returned,book,2022-08-18,-2028,"[1, 1, 1, 1, 1]"
User 88160,bought,accessory,2025-02-23,-1,"[1, 1, 1, 1, 0]"
User 78684,sold,product,2024-02-26,1415,"[1, 1, 1, 1, 1]"
User 14553,ordered,book,2022-10-28,3787,"[1, 1, 1, 1, 1]"
User 91001,paid,product,2024-05-01,3387,"[1, 1, 1, 1, 1]"
User 06053,ordered,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 75471,cancelled,book,2022-06-08,2838,"[1, 1, 1, 1, 1]"
User 90855,sold,book,2025-09-22,3174,"[1, 1, 1, 1, 1]"
User 38028,sold,laptop,2024-08-11,-1,"[1, 1, 1, 1, 0]"
User 69471,bought,book,2022-03-11,178,"[1, 1, 1, 1, 1]"
User 93394,returned,product,2025-01-26,-1,"[1, 1, 1, 1, 0]"
User 07270,paid,service,2024-04-30,2385,"[1, 1, 1, 1, 1]"
User 61940,ordered,book,2022-01-09,2545,"[1, 1, 1, 1, 1]"
User 01731,cancelled,product,2024-12-21,1824,"[1, 1, 1, 1, 1]"
User 99744,ordered,service,2023-03-16,-1,"[1, 1, 1, 1, 0]"
User 67202,returned,service,2024-05-10,-1002,"[1, 1, 1, 1, 1]"
User 93548,bought,book,[PAD],4707,"[1, 1, 1, 0, 1]"
User 96038,bought,accessory,2025-06-17,1447,"[1, 1, 1, 1, 1]"
User 05129,paid,product,2025-12-28,-1,"[1, 1, 1, 1, 0]"
User 54364,returned,phone,2024-10-07,-1,"[1, 1, 1, 1, 0]"
User 85991,paid,book,2025-04-27,3853,"[1, 1, 1, 1, 1]"
User 87950,ordered,service,2023-11-25,3919,"[1, 1, 1, 1, 1]"
User 87219,paid,book,[PAD],4842,"[1, 1, 1, 0, 1]"
User 91187,cancelled,laptop,2022-07-03,-1,"[1, 1, 1, 1, 0]"
User 30512,cancelled,phone,2023-03-26,-1,"[1, 1, 1, 1, 0]"
User 83562,paid,book,2024-06-01,3147,"[1, 1, 1, 1, 1]"
User 11260,returned,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 02513,sold,phone,2023-12-01,-1,"[1, 1, 1, 1, 0]"
User 75901,cancelled,book,2022-07-29,2573,"[1, 1, 1, 1, 1]"
User 17357,cancelled,phone,2025-12-25,4774,"[1, 1, 1, 1, 1]"
User 84584,sold,product,2023-09-15,-1,"[1, 1, 1, 1, 0]"
User 15646,returned,book,2024-02-18,-2213,"[1, 1, 1, 1, 1]"
User 05425,ordered,laptop,[PAD],3770,"[1, 1, 1, 0, 1]"
User 62282,sold,phone,2022-10-11,3425,"[1, 1, 1, 1, 1]"
User 44415,sold,product,2024-01-16,2437,"[1, 1, 1, 1, 1]"
User 35108,ordered,product,2023-01-16,-1,"[1, 1, 1, 1, 0]"
User 83683,bought,product,2023-12-08,4430,"[1, 1, 1, 1, 1]"
User 68606,sold,product,[PAD],2658,"[1, 1, 1, 0, 1]"
User 17135,cancelled,service,2022-06-07,-1,"[1, 1, 1, 1, 0]"
User 74194,bought,laptop,2025-09-03,3856,"[1, 1, 1, 1, 1]"
User 96013,returned,book,2024-05-10,-4209,"[1, 1, 1, 1, 1]"
User 92836,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 42417,paid,book,2024-06-26,-1,"[1, 1, 1, 1, 0]"
User 69751,returned,accessory,2024-10-31,-1,"[1, 1, 1, 1, 0]"
User 31325,sold,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 40929,returned,book,2024-10-30,-2606,"[1, 1, 1, 1, 1]"
User 50311,bought,phone,2024-04-14,4043,"[1, 1, 1, 1, 1]"
User 80361,returned,book,2023-09-20,-1,"[1, 1, 1, 1, 0]"
User 79986,returned,laptop,2024-01-13,-426,"[1, 1, 1, 1, 1]"
User 31587,bought,service,2023-10-17,-1,"[1, 1, 1, 1, 0]"
User 52003,returned,phone,2025-08-04,-2973,"[1, 1, 1, 1, 1]"
User 40913,returned,phone,2024-02-17,-2489,"[1, 1, 1, 1, 1]"
User 88127,paid,book,2024-01-24,3759,"[1, 1, 1, 1, 1]"
User 28084,cancelled,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 91390,bought,laptop,2022-12-04,2609,"[1, 1, 1, 1, 1]"
User 75891,sold,accessory,2023-10-31,-1,"[1, 1, 1, 1, 0]"
User 20529,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 99759,bought,accessory,2022-12-11,445,"[1, 1, 1, 1, 1]"
User 85510,bought,book,2025-01-26,-1,"[1, 1, 1, 1, 0]"
User 72694,returned,product,2023-01-12,-1,"[1, 1, 1, 1, 0]"
User 55344,bought,book,2025-07-18,-1,"[1, 1, 1, 1, 0]"
User 49655,returned,phone,2025-07-15,-1979,"[1, 1, 1, 1, 1]"
User 48089,cancelled,phone,2024-11-20,-1,"[1, 1, 1, 1, 0]"
User 33313,bought,laptop,2022-01-12,-1,"[1, 1, 1, 1, 0]"
User 09815,returned,phone,2024-01-24,-1846,"[1, 1, 1, 1, 1]"
User 02291,bought,service,2023-03-24,-1,"[1, 1, 1, 1, 0]"
User 10519,returned,service,2022-10-13,-2155,"[1, 1, 1, 1, 1]"
User 62727,bought,service,2022-02-08,3768,"[1, 1, 1, 1, 1]"
User 96342,sold,product,2022-10-11,4511,"[1, 1, 1, 1, 1]"
User 18554,returned,book,[PAD],-2821,"[1, 1, 1, 0, 1]"
User 74646,cancelled,service,2022-09-09,-1,"[1, 1, 1, 1, 0]"
User 05536,returned,service,2025-05-05,-1,"[1, 1, 1, 1, 0]"
User 62377,cancelled,laptop,2025-07-12,322,"[1, 1, 1, 1, 1]"
User 99187,bought,accessory,2023-03-02,4066,"[1, 1, 1, 1, 1]"
User 62394,cancelled,accessory,2022-11-02,1771,"[1, 1, 1, 1, 1]"
User 65057,cancelled,accessory,2024-03-31,3317,"[1, 1, 1, 1, 1]"
User 01401,returned,book,2025-12-30,-4809,"[1, 1, 1, 1, 1]"
User 02872,paid,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 24474,sold,accessory,2024-11-08,3768,"[1, 1, 1, 1, 1]"
User 09908,paid,accessory,[PAD],1133,"[1, 1, 1, 0, 1]"
User 57107,paid,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 60694,returned,laptop,2025-11-23,-1,"[1, 1, 1, 1, 0]"
User 08322,bought,laptop,2022-12-20,997,"[1, 1, 1, 1, 1]"
User 79668,paid,laptop,2025-05-18,-1,"[1, 1, 1, 1, 0]"
User 87897,paid,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 40040,cancelled,phone,2022-10-30,973,"[1, 1, 1, 1, 1]"
User 19569,bought,product,[PAD],1870,"[1, 1, 1, 0, 1]"
User 34919,sold,phone,2022-12-25,2985,"[1, 1, 1, 1, 1]"
User 88488,cancelled,accessory,2024-06-22,2259,"[1, 1, 1, 1, 1]"
User 17619,cancelled,service,2024-08-02,-1,"[1, 1, 1, 1, 0]"
User 99617,bought,laptop,2024-12-29,4508,"[1, 1, 1, 1, 1]"
User 39873,bought,phone,2025-07-17,649,"[1, 1, 1, 1, 1]"
User 27390,paid,book,[PAD],3554,"[1, 1, 1, 0, 1]"
User 75356,returned,book,2025-09-08,-3180,"[1, 1, 1, 1, 1]"
User 44384,bought,service,2024-03-30,507,"[1, 1, 1, 1, 1]"
User 79509,returned,accessory,2022-04-06,-2785,"[1, 1, 1, 1, 1]"
User 89769,returned,product,2023-12-09,-2473,"[1, 1, 1, 1, 1]"
User 88265,cancelled,phone,2025-07-20,590,"[1, 1, 1, 1, 1]"
User 19188,cancelled,laptop,2024-12-04,411,"[1, 1, 1, 1, 1]"
User 93551,sold,service,2024-12-27,4402,"[1, 1, 1, 1, 1]"
User 60249,sold,service,2022-05-07,4237,"[1, 1, 1, 1, 1]"
User 07485,sold,product,2024-06-13,-1,"[1, 1, 1, 1, 0]"
User 56907,bought,service,2025-07-10,3049,"[1, 1, 1, 1, 1]"
User 71468,returned,laptop,[PAD],-1259,"[1, 1, 1, 0, 1]"
User 81771,paid,laptop,2024-09-18,1012,"[1, 1, 1, 1, 1]"
User 52712,sold,product,2024-12-24,-1,"[1, 1, 1, 1, 0]"
User 59014,paid,product,2024-12-18,4943,"[1, 1, 1, 1, 1]"
User 32428,returned,product,2025-11-17,-1,"[1, 1, 1, 1, 0]"
User 30927,sold,product,2023-06-05,4229,"[1, 1, 1, 1, 1]"
User 90358,returned,service,2022-04-21,-1,"[1, 1, 1, 1, 0]"
User 41080,cancelled,service,2025-09-03,1049,"[1, 1, 1, 1, 1]"
User 27581,returned,product,2025-07-28,-967,"[1, 1, 1, 1, 1]"
User 96555,returned,product,2022-06-20,-2266,"[1, 1, 1, 1, 1]"
User 73322,cancelled,product,2023-08-05,1708,"[1, 1, 1, 1, 1]"
User 10543,ordered,book,2022-05-10,4011,"[1, 1, 1, 1, 1]"
User 42678,sold,phone,[PAD],3746,"[1, 1, 1, 0, 1]"
User 37007,returned,product,2025-11-02,-4232,"[1, 1, 1, 1, 1]"
User 94285,ordered,service,[PAD],4216,"[1, 1, 1, 0, 1]"
User 74332,returned,service,2024-02-02,-4659,"[1, 1, 1, 1, 1]"
User 32267,bought,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 69575,ordered,book,2022-11-30,1216,"[1, 1, 1, 1, 1]"
User 16340,paid,book,2022-08-12,4453,"[1, 1, 1, 1, 1]"
User 96307,cancelled,service,2024-12-09,3402,"[1, 1, 1, 1, 1]"
User 29071,paid,book,[PAD],2845,"[1, 1, 1, 0, 1]"
User 49205,bought,product,2024-11-23,4611,"[1, 1, 1, 1, 1]"
User 66966,cancelled,product,2025-05-25,-1,"[1, 1, 1, 1, 0]"
User 47650,sold,product,2024-01-18,2458,"[1, 1, 1, 1, 1]"
User 22328,paid,book,2025-04-09,3128,"[1, 1, 1, 1, 1]"
User 52652,sold,service,2023-05-25,-1,"[1, 1, 1, 1, 0]"
User 09734,cancelled,book,[PAD],4432,"[1, 1, 1, 0, 1]"
User 20721,ordered,book,2022-06-24,1079,"[1, 1, 1, 1, 1]"
User 24470,bought,product,2024-03-12,639,"[1, 1, 1, 1, 1]"
User 19151,sold,accessory,2024-12-08,3953,"[1, 1, 1, 1, 1]"
User 02813,paid,laptop,2023-04-22,4994,"[1, 1, 1, 1, 1]"
User 51668,returned,phone,2022-05-11,-2793,"[1, 1, 1, 1, 1]"
User 61236,sold,book,2025-03-13,-1,"[1, 1, 1, 1, 0]"
User 23194,sold,product,2025-03-02,-1,"[1, 1, 1, 1, 0]"
User 61182,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 04668,returned,accessory,2022-11-29,-1,"[1, 1, 1, 1, 0]"
User 51802,bought,product,[PAD],3346,"[1, 1, 1, 0, 1]"
User 19543,bought,phone,2023-01-19,4835,"[1, 1, 1, 1, 1]"
User 19523,bought,accessory,2025-10-05,4672,"[1, 1, 1, 1, 1]"
User 40120,returned,phone,2023-04-11,-1,"[1, 1, 1, 1, 0]"
User 74794,paid,product,2024-04-06,236,"[1, 1, 1, 1, 1]"
User 21205,ordered,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 72217,paid,phone,2023-12-05,3362,"[1, 1, 1, 1, 1]"
User 74211,sold,book,2022-09-01,-1,"[1, 1, 1, 1, 0]"
User 98941,sold,accessory,2025-04-27,4874,"[1, 1, 1, 1, 1]"
User 13397,cancelled,product,2025-10-04,1794,"[1, 1, 1, 1, 1]"
User 88464,cancelled,laptop,2022-03-26,4984,"[1, 1, 1, 1, 1]"
User 61283,returned,service,[PAD],-1224,"[1, 1, 1, 0, 1]"
User 95526,ordered,accessory,2022-04-22,3709,"[1, 1, 1, 1, 1]"
User 09597,paid,laptop,2023-04-19,2187,"[1, 1, 1, 1, 1]"
User 66377,ordered,laptop,2023-07-16,-1,"[1, 1, 1, 1, 0]"
User 05788,bought,service,2022-05-09,4021,"[1, 1, 1, 1, 1]"
User 38953,returned,book,2022-01-03,-3325,"[1, 1, 1, 1, 1]"
User 09163,bought,phone,2022-08-24,-1,"[1, 1, 1, 1, 0]"
User 39974,cancelled,service,[PAD],1717,"[1, 1, 1, 0, 1]"
User 69533,ordered,product,2024-11-15,4603,"[1, 1, 1, 1, 1]"
User 41225,returned,laptop,2025-12-16,-4134,"[1, 1, 1, 1, 1]"
User 37264,paid,laptop,2025-03-03,1126,"[1, 1, 1, 1, 1]"
User 21252,ordered,service,2022-01-22,3011,"[1, 1, 1, 1, 1]"
User 60175,cancelled,book,2024-05-09,4389,"[1, 1, 1, 1, 1]"
User 43248,bought,accessory,[PAD],2137,"[1, 1, 1, 0, 1]"
User 60256,cancelled,phone,2022-05-22,-1,"[1, 1, 1, 1, 0]"
User 66141,cancelled,service,2023-07-08,4649,"[1, 1, 1, 1, 1]"
User 76593,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 06424,ordered,book,2024-04-14,4793,"[1, 1, 1, 1, 1]"
User 80112,paid,phone,[PAD],2158,"[1, 1, 1, 0, 1]"
User 61886,ordered,laptop,2022-05-06,2416,"[1, 1, 1, 1, 1]"
User 99276,paid,product,2022-12-30,-1,"[1, 1, 1, 1, 0]"
User 81817,paid,phone,2022-11-14,-1,"[1, 1, 1, 1, 0]"
User 98468,bought,accessory,2023-11-17,-1,"[1, 1, 1, 1, 0]"
User 69950,cancelled,book,2024-03-15,3012,"[1, 1, 1, 1, 1]"
User 09758,sold,product,2025-03-17,4310,"[1, 1, 1, 1, 1]"
User 71421,paid,service,2022-09-06,-1,"[1, 1, 1, 1, 0]"
User 18854,bought,service,[PAD],999,"[1, 1, 1, 0, 1]"
User 25544,paid,service,[PAD],3812,"[1, 1, 1, 0, 1]"
User 55006,bought,laptop,2022-01-28,749,"[1, 1, 1, 1, 1]"
User 81148,returned,product,2022-05-27,-4886,"[1, 1, 1, 1, 1]"
User 19017,ordered,product,2022-02-22,-1,"[1, 1, 1, 1, 0]"
User 12398,cancelled,laptop,[PAD],3813,"[1, 1, 1, 0, 1]"
User 49953,paid,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 67373,ordered,accessory,2023-03-31,-1,"[1, 1, 1, 1, 0]"
User 57931,paid,book,2024-05-13,2615,"[1, 1, 1, 1, 1]"
User 35296,ordered,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 53256,cancelled,laptop,2025-08-24,1937,"[1, 1, 1, 1, 1]"
User 05443,returned,phone,2024-05-10,-1,"[1, 1, 1, 1, 0]"
User 07256,cancelled,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 05494,cancelled,accessory,2023-05-26,2562,"[1, 1, 1, 1, 1]"
User 65353,bought,product,2025-09-05,4414,"[1, 1, 1, 1, 1]"
User 15549,cancelled,product,2023-08-08,1586,"[1, 1, 1, 1, 1]"
User 59491,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 17238,sold,phone,2023-02-24,-1,"[1, 1, 1, 1, 0]"
User 51275,paid,product,2024-03-15,4132,"[1, 1, 1, 1, 1]"
User 40481,cancelled,accessory,2025-05-29,-1,"[1, 1, 1, 1, 0]"
User 81543,cancelled,accessory,2023-12-02,2185,"[1, 1, 1, 1, 1]"
User 47893,cancelled,laptop,2023-04-17,-1,"[1, 1, 1, 1, 0]"
User 51882,sold,book,2025-05-05,4381,"[1, 1, 1, 1, 1]"
User 03047,ordered,product,2025-06-30,2230,"[1, 1, 1, 1, 1]"
User 67567,sold,service,2024-09-28,236,"[1, 1, 1, 1, 1]"
User 52328,cancelled,phone,2025-06-25,296,"[1, 1, 1, 1, 1]"
User 61797,bought,book,2023-04-24,4007,"[1, 1, 1, 1, 1]"
User 29251,cancelled,laptop,2022-09-07,-1,"[1, 1, 1, 1, 0]"
User 25261,returned,accessory,2025-01-31,-861,"[1, 1, 1, 1, 1]"
User 06885,ordered,book,2022-02-22,2223,"[1, 1, 1, 1, 1]"
User 07360,ordered,service,[PAD],452,"[1, 1, 1, 0, 1]"
User 48564,cancelled,book,2024-12-03,2778,"[1, 1, 1, 1, 1]"
User 22749,returned,service,2024-04-17,-3692,"[1, 1, 1, 1, 1]"
User 36186,sold,product,2022-08-15,4794,"[1, 1, 1, 1, 1]"
User 60924,ordered,product,2023-03-30,4948,"[1, 1, 1, 1, 1]"
User 68741,sold,accessory,[PAD],1643,"[1, 1, 1, 0, 1]"
User 98320,sold,phone,[PAD],4664,"[1, 1, 1, 0, 1]"
User 88501,returned,phone,2023-01-24,-1,"[1, 1, 1, 1, 0]"
User 49810,sold,product,[PAD],4660,"[1, 1, 1, 0, 1]"
User 22760,cancelled,laptop,[PAD],323,"[1, 1, 1, 0, 1]"
User 60354,returned,product,2024-10-30,-2537,"[1, 1, 1, 1, 1]"
User 83358,returned,phone,2025-10-17,-3683,"[1, 1, 1, 1, 1]"
User 06825,bought,service,[PAD],429,"[1, 1, 1, 0, 1]"
User 68833,ordered,service,2024-04-08,2663,"[1, 1, 1, 1, 1]"
User 30749,cancelled,phone,2024-01-11,2067,"[1, 1, 1, 1, 1]"
User 48195,returned,service,2023-05-03,-2661,"[1, 1, 1, 1, 1]"
User 35975,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 47544,ordered,laptop,2023-05-08,-1,"[1, 1, 1, 1, 0]"
User 14635,cancelled,product,2023-05-23,-1,"[1, 1, 1, 1, 0]"
User 97441,paid,accessory,2025-09-15,3629,"[1, 1, 1, 1, 1]"
User 74609,paid,product,2025-03-04,-1,"[1, 1, 1, 1, 0]"
User 10422,returned,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 03344,sold,book,2024-06-29,3938,"[1, 1, 1, 1, 1]"
User 72535,ordered,product,[PAD],3118,"[1, 1, 1, 0, 1]"
User 98807,paid,accessory,2023-08-12,2611,"[1, 1, 1, 1, 1]"
User 61933,ordered,accessory,2023-03-03,1948,"[1, 1, 1, 1, 1]"
User 98291,sold,service,2025-08-03,2164,"[1, 1, 1, 1, 1]"
User 93402,sold,product,2022-03-20,1707,"[1, 1, 1, 1, 1]"
User 67840,returned,product,2022-05-12,-2779,"[1, 1, 1, 1, 1]"
User 43314,sold,service,2023-05-17,332,"[1, 1, 1, 1, 1]"
User 82580,returned,phone,2022-05-21,-1,"[1, 1, 1, 1, 0]"
User 72823,ordered,service,2024-10-24,473,"[1, 1, 1, 1, 1]"
User 22700,returned,laptop,2024-05-11,-1639,"[1, 1, 1, 1, 1]"
User 67161,bought,book,2024-04-17,927,"[1, 1, 1, 1, 1]"
User 23132,paid,product,2024-05-06,458,"[1, 1, 1, 1, 1]"
User 41090,ordered,laptop,2023-03-23,-1,"[1, 1, 1, 1, 0]"
User 40149,paid,service,2025-11-08,1176,"[1, 1, 1, 1, 1]"
User 67897,returned,laptop,2022-08-12,-189,"[1, 1, 1, 1, 1]"
User 44953,cancelled,product,2024-05-27,-1,"[1, 1, 1, 1, 0]"
User 89625,bought,laptop,2022-08-18,-1,"[1, 1, 1, 1, 0]"
